id_animal,data_obito,motivo_obito,morreu_fora_do_abrigo,eutanasiado,morto_ao_chegar
56298,None,Ordem Judicial / Determinacao Legal,0,0,0
56299,None,Ordem Judicial / Determinacao Legal,0,0,0
56301,None,Ordem Judicial / Determinacao Legal,0,0,0
56301,None,Ordem Judicial / Determinacao Legal,0,0,0
56301,None,Ordem Judicial / Determinacao Legal,0,0,0
56302,None,Ordem Judicial / Determinacao Legal,0,0,0
56305,None,Ordem Judicial / Determinacao Legal,0,0,0
56306,None,Ordem Judicial / Determinacao Legal,0,0,0
56306,None,Ordem Judicial / Determinacao Legal,0,0,0
56307,None,Ordem Judicial / Determinacao Legal,0,0,0
56307,None,Ordem Judicial / Determinacao Legal,0,0,0
56308,None,Ordem Judicial / Determinacao Legal,0,0,0
56309,None,Ordem Judicial / Determinacao Legal,0,0,0
56310,None,Ordem Judicial / Determinacao Legal,0,0,0
56310,None,Ordem Judicial / Determinacao Legal,0,0,0
56311,None,Ordem Judicial / Determinacao Legal,0,0,0
56314,None,Ordem Judicial / Determinacao Legal,0,0,0
56316,None,Ordem Judicial / Determinacao Legal,0,0,0
56317,None,Ordem Judicial / Determinacao Legal,0,0,0
56318,None,Ordem Judicial / Determinacao Legal,0,0,0
56319,None,Ordem Judicial / Determinacao Legal,0,0,0
56320,None,Ordem Judicial / Determinacao Legal,0,0,0
56321,2017-07-12 00:00:00,Falecimento sob Cuidados,0,0,0
56321,2017-07-12 00:00:00,Falecimento sob Cuidados,0,0,0
56322,2017-07-10 00:00:00,Falecimento sob Cuidados,0,0,0
56323,None,Ordem Judicial / Determinacao Legal,0,0,0
56324,None,Ordem Judicial / Determinacao Legal,0,0,0
56325,None,Ordem Judicial / Determinacao Legal,0,0,0
56326,2019-07-17 00:00:00,Tratavel e Gerenciavel,0,1,0
56327,None,Ordem Judicial / Determinacao Legal,0,0,0
56328,None,Ordem Judicial / Determinacao Legal,0,0,0
56329,None,Ordem Judicial / Determinacao Legal,0,0,0
56330,None,Ordem Judicial / Determinacao Legal,0,0,0
56331,None,Ordem Judicial / Determinacao Legal,0,0,0
56332,None,Ordem Judicial / Determinacao Legal,0,0,0
56334,2017-08-01 00:00:00,Temperamento / Comportamento,0,1,0
56334,2017-08-01 00:00:00,Temperamento / Comportamento,0,1,0
56337,None,Ordem Judicial / Determinacao Legal,0,0,0
56338,None,Ordem Judicial / Determinacao Legal,0,0,0
56338,None,Ordem Judicial / Determinacao Legal,0,0,0
56339,None,Ordem Judicial / Determinacao Legal,0,0,0
56341,None,Ordem Judicial / Determinacao Legal,0,0,0
56342,None,Ordem Judicial / Determinacao Legal,0,0,0
56343,None,Ordem Judicial / Determinacao Legal,0,0,0
56344,None,Ordem Judicial / Determinacao Legal,0,0,0
56345,None,Ordem Judicial / Determinacao Legal,0,0,0
56347,None,Ordem Judicial / Determinacao Legal,0,0,0
56348,None,Ordem Judicial / Determinacao Legal,0,0,0
56351,None,Ordem Judicial / Determinacao Legal,0,0,0
56355,None,Ordem Judicial / Determinacao Legal,0,0,0
56355,None,Ordem Judicial / Determinacao Legal,0,0,0
56356,None,Ordem Judicial / Determinacao Legal,0,0,0
56357,None,Ordem Judicial / Determinacao Legal,0,0,0
56358,None,Ordem Judicial / Determinacao Legal,0,0,0
56359,None,Ordem Judicial / Determinacao Legal,0,0,0
56360,None,Ordem Judicial / Determinacao Legal,0,0,0
56361,None,Ordem Judicial / Determinacao Legal,0,0,0
56362,None,Ordem Judicial / Determinacao Legal,0,0,0
56363,None,Ordem Judicial / Determinacao Legal,0,0,0
56364,None,Ordem Judicial / Determinacao Legal,0,0,0
56365,None,Ordem Judicial / Determinacao Legal,0,0,0
56366,None,Ordem Judicial / Determinacao Legal,0,0,0
56367,None,Ordem Judicial / Determinacao Legal,0,0,0
56368,None,Ordem Judicial / Determinacao Legal,0,0,0
56376,None,Ordem Judicial / Determinacao Legal,0,0,0
56380,None,Ordem Judicial / Determinacao Legal,0,0,0
56381,None,Ordem Judicial / Determinacao Legal,0,0,0
56383,None,Ordem Judicial / Determinacao Legal,0,0,0
56384,None,Ordem Judicial / Determinacao Legal,0,0,0
56385,None,Ordem Judicial / Determinacao Legal,0,0,0
56386,None,Ordem Judicial / Determinacao Legal,0,0,0
56387,None,Ordem Judicial / Determinacao Legal,0,0,0
56388,None,Ordem Judicial / Determinacao Legal,0,0,0
56389,None,Ordem Judicial / Determinacao Legal,0,0,0
56390,None,Ordem Judicial / Determinacao Legal,0,0,0
56391,None,Ordem Judicial / Determinacao Legal,0,0,0
56392,None,Ordem Judicial / Determinacao Legal,0,0,0
56393,None,Ordem Judicial / Determinacao Legal,0,0,0
56394,None,Ordem Judicial / Determinacao Legal,0,0,0
56394,None,Ordem Judicial / Determinacao Legal,0,0,0
56397,None,Ordem Judicial / Determinacao Legal,0,0,0
56398,None,Ordem Judicial / Determinacao Legal,0,0,0
56399,None,Ordem Judicial / Determinacao Legal,0,0,0
56400,None,Ordem Judicial / Determinacao Legal,0,0,0
56401,None,Ordem Judicial / Determinacao Legal,0,0,0
56402,None,Ordem Judicial / Determinacao Legal,0,0,0
56404,None,Ordem Judicial / Determinacao Legal,0,0,0
56405,None,Ordem Judicial / Determinacao Legal,0,0,0
56407,None,Ordem Judicial / Determinacao Legal,0,0,0
56409,None,Ordem Judicial / Determinacao Legal,0,0,0
56410,None,Ordem Judicial / Determinacao Legal,0,0,0
56412,None,Ordem Judicial / Determinacao Legal,0,0,0
56412,None,Ordem Judicial / Determinacao Legal,0,0,0
56412,None,Ordem Judicial / Determinacao Legal,0,0,0
56413,2017-07-23 00:00:00,Falecimento sob Cuidados,0,0,0
56415,None,Ordem Judicial / Determinacao Legal,0,0,0
56421,None,Ordem Judicial / Determinacao Legal,0,0,0
56422,None,Ordem Judicial / Determinacao Legal,0,0,0
56425,2017-06-30 00:00:00,Solicitacao do Tutor,0,1,0
56426,None,Ordem Judicial / Determinacao Legal,0,0,0
56427,None,Ordem Judicial / Determinacao Legal,0,0,0
56428,None,Ordem Judicial / Determinacao Legal,0,0,0
56429,None,Ordem Judicial / Determinacao Legal,0,0,0
56430,None,Ordem Judicial / Determinacao Legal,0,0,0
56431,None,Ordem Judicial / Determinacao Legal,0,0,0
56432,None,Ordem Judicial / Determinacao Legal,0,0,0
56433,None,Ordem Judicial / Determinacao Legal,0,0,0
56434,None,Ordem Judicial / Determinacao Legal,0,0,0
56435,None,Ordem Judicial / Determinacao Legal,0,0,0
56436,None,Ordem Judicial / Determinacao Legal,0,0,0
56436,None,Ordem Judicial / Determinacao Legal,0,0,0
56437,None,Ordem Judicial / Determinacao Legal,0,0,0
56438,None,Ordem Judicial / Determinacao Legal,0,0,0
56438,None,Ordem Judicial / Determinacao Legal,0,0,0
56439,None,Ordem Judicial / Determinacao Legal,0,0,0
56440,None,Ordem Judicial / Determinacao Legal,0,0,0
56440,None,Ordem Judicial / Determinacao Legal,0,0,0
56441,None,Ordem Judicial / Determinacao Legal,0,0,0
56442,None,Ordem Judicial / Determinacao Legal,0,0,0
56442,None,Ordem Judicial / Determinacao Legal,0,0,0
56443,None,Ordem Judicial / Determinacao Legal,0,0,0
56445,None,Ordem Judicial / Determinacao Legal,0,0,0
56445,None,Ordem Judicial / Determinacao Legal,0,0,0
56446,None,Ordem Judicial / Determinacao Legal,0,0,0
56447,None,Ordem Judicial / Determinacao Legal,0,0,0
56449,None,Ordem Judicial / Determinacao Legal,0,0,0
56450,None,Ordem Judicial / Determinacao Legal,0,0,0
56451,None,Ordem Judicial / Determinacao Legal,0,0,0
56452,None,Ordem Judicial / Determinacao Legal,0,0,0
56455,None,Ordem Judicial / Determinacao Legal,0,0,0
56456,None,Ordem Judicial / Determinacao Legal,0,0,0
56457,None,Ordem Judicial / Determinacao Legal,0,0,0
56458,None,Ordem Judicial / Determinacao Legal,0,0,0
56459,None,Ordem Judicial / Determinacao Legal,0,0,0
56460,None,Ordem Judicial / Determinacao Legal,0,0,0
56461,None,Ordem Judicial / Determinacao Legal,0,0,0
56462,None,Ordem Judicial / Determinacao Legal,0,0,0
56463,None,Ordem Judicial / Determinacao Legal,0,0,0
56465,None,Ordem Judicial / Determinacao Legal,0,0,0
56465,None,Ordem Judicial / Determinacao Legal,0,0,0
56465,None,Ordem Judicial / Determinacao Legal,0,0,0
56467,None,Ordem Judicial / Determinacao Legal,0,0,0
56467,None,Ordem Judicial / Determinacao Legal,0,0,0
56468,None,Ordem Judicial / Determinacao Legal,0,0,0
56469,None,Ordem Judicial / Determinacao Legal,0,0,0
56470,None,Ordem Judicial / Determinacao Legal,0,0,0
56471,None,Ordem Judicial / Determinacao Legal,0,0,0
56472,None,Ordem Judicial / Determinacao Legal,0,0,0
56473,None,Ordem Judicial / Determinacao Legal,0,0,0
56474,None,Ordem Judicial / Determinacao Legal,0,0,0
56474,None,Ordem Judicial / Determinacao Legal,0,0,0
56475,None,Ordem Judicial / Determinacao Legal,0,0,0
56475,None,Ordem Judicial / Determinacao Legal,0,0,0
56475,None,Ordem Judicial / Determinacao Legal,0,0,0
56475,None,Ordem Judicial / Determinacao Legal,0,0,0
56476,None,Ordem Judicial / Determinacao Legal,0,0,0
56476,None,Ordem Judicial / Determinacao Legal,0,0,0
56477,None,Ordem Judicial / Determinacao Legal,0,0,0
56477,None,Ordem Judicial / Determinacao Legal,0,0,0
56478,2017-08-01 00:00:00,Falecimento sob Cuidados,0,0,0
56479,2017-08-01 00:00:00,Falecimento sob Cuidados,0,0,0
56480,None,Ordem Judicial / Determinacao Legal,0,0,0
56480,None,Ordem Judicial / Determinacao Legal,0,0,0
56480,None,Ordem Judicial / Determinacao Legal,0,0,0
56481,None,Ordem Judicial / Determinacao Legal,0,0,0
56482,None,Ordem Judicial / Determinacao Legal,0,0,0
56483,None,Ordem Judicial / Determinacao Legal,0,0,0
56484,None,Ordem Judicial / Determinacao Legal,0,0,0
56484,None,Ordem Judicial / Determinacao Legal,0,0,0
56484,None,Ordem Judicial / Determinacao Legal,0,0,0
56485,None,Ordem Judicial / Determinacao Legal,0,0,0
56485,None,Ordem Judicial / Determinacao Legal,0,0,0
56485,None,Ordem Judicial / Determinacao Legal,0,0,0
56486,None,Ordem Judicial / Determinacao Legal,0,0,0
56486,None,Ordem Judicial / Determinacao Legal,0,0,0
56486,None,Ordem Judicial / Determinacao Legal,0,0,0
56486,None,Ordem Judicial / Determinacao Legal,0,0,0
56487,None,Ordem Judicial / Determinacao Legal,0,0,0
56487,None,Ordem Judicial / Determinacao Legal,0,0,0
56487,None,Ordem Judicial / Determinacao Legal,0,0,0
56488,None,Ordem Judicial / Determinacao Legal,0,0,0
56490,None,Ordem Judicial / Determinacao Legal,0,0,0
56490,None,Ordem Judicial / Determinacao Legal,0,0,0
56490,None,Ordem Judicial / Determinacao Legal,0,0,0
56491,None,Ordem Judicial / Determinacao Legal,0,0,0
56491,None,Ordem Judicial / Determinacao Legal,0,0,0
56491,None,Ordem Judicial / Determinacao Legal,0,0,0
56492,None,Ordem Judicial / Determinacao Legal,0,0,0
56492,None,Ordem Judicial / Determinacao Legal,0,0,0
56494,None,Ordem Judicial / Determinacao Legal,0,0,0
56495,None,Ordem Judicial / Determinacao Legal,0,0,0
56496,None,Ordem Judicial / Determinacao Legal,0,0,0
56496,None,Ordem Judicial / Determinacao Legal,0,0,0
56498,None,Ordem Judicial / Determinacao Legal,0,0,0
56499,None,Ordem Judicial / Determinacao Legal,0,0,0
56500,None,Ordem Judicial / Determinacao Legal,0,0,0
56500,None,Ordem Judicial / Determinacao Legal,0,0,0
56501,None,Ordem Judicial / Determinacao Legal,0,0,0
56501,None,Ordem Judicial / Determinacao Legal,0,0,0
56502,None,Ordem Judicial / Determinacao Legal,0,0,0
56503,None,Ordem Judicial / Determinacao Legal,0,0,0
56504,None,Ordem Judicial / Determinacao Legal,0,0,0
56505,None,Ordem Judicial / Determinacao Legal,0,0,0
56507,None,Ordem Judicial / Determinacao Legal,0,0,0
56509,None,Ordem Judicial / Determinacao Legal,0,0,0
56510,None,Ordem Judicial / Determinacao Legal,0,0,0
56510,None,Ordem Judicial / Determinacao Legal,0,0,0
56511,None,Ordem Judicial / Determinacao Legal,0,0,0
56512,None,Ordem Judicial / Determinacao Legal,0,0,0
56512,None,Ordem Judicial / Determinacao Legal,0,0,0
56513,None,Ordem Judicial / Determinacao Legal,0,0,0
56514,None,Ordem Judicial / Determinacao Legal,0,0,0
56515,2017-08-21 00:00:00,Solicitacao do Tutor,0,1,0
56516,None,Ordem Judicial / Determinacao Legal,0,0,0
56518,None,Ordem Judicial / Determinacao Legal,0,0,0
56519,None,Ordem Judicial / Determinacao Legal,0,0,0
56519,None,Ordem Judicial / Determinacao Legal,0,0,0
56519,None,Ordem Judicial / Determinacao Legal,0,0,0
56520,None,Ordem Judicial / Determinacao Legal,0,0,0
56520,None,Ordem Judicial / Determinacao Legal,0,0,0
56521,None,Ordem Judicial / Determinacao Legal,0,0,0
56521,None,Ordem Judicial / Determinacao Legal,0,0,0
56522,None,Ordem Judicial / Determinacao Legal,0,0,0
56525,None,Ordem Judicial / Determinacao Legal,0,0,0
56528,None,Ordem Judicial / Determinacao Legal,0,0,0
56529,2017-09-30 00:00:00,Morto ao Chegar,0,0,1
56529,2017-09-30 00:00:00,Morto ao Chegar,0,0,1
56530,None,Ordem Judicial / Determinacao Legal,0,0,0
56530,None,Ordem Judicial / Determinacao Legal,0,0,0
56531,None,Ordem Judicial / Determinacao Legal,0,0,0
56531,None,Ordem Judicial / Determinacao Legal,0,0,0
56532,None,Ordem Judicial / Determinacao Legal,0,0,0
56532,None,Ordem Judicial / Determinacao Legal,0,0,0
56533,None,Ordem Judicial / Determinacao Legal,0,0,0
56533,None,Ordem Judicial / Determinacao Legal,0,0,0
56535,None,Ordem Judicial / Determinacao Legal,0,0,0
56536,None,Ordem Judicial / Determinacao Legal,0,0,0
56537,None,Ordem Judicial / Determinacao Legal,0,0,0
56538,None,Ordem Judicial / Determinacao Legal,0,0,0
56539,None,Ordem Judicial / Determinacao Legal,0,0,0
56540,2017-07-25 00:00:00,Intratavel / Ingerenciavel,0,1,0
56541,None,Ordem Judicial / Determinacao Legal,0,0,0
56541,None,Ordem Judicial / Determinacao Legal,0,0,0
56542,None,Ordem Judicial / Determinacao Legal,0,0,0
56543,None,Ordem Judicial / Determinacao Legal,0,0,0
56544,None,Ordem Judicial / Determinacao Legal,0,0,0
56544,None,Ordem Judicial / Determinacao Legal,0,0,0
56545,None,Ordem Judicial / Determinacao Legal,0,0,0
56546,None,Ordem Judicial / Determinacao Legal,0,0,0
56547,None,Ordem Judicial / Determinacao Legal,0,0,0
56547,None,Ordem Judicial / Determinacao Legal,0,0,0
56548,None,Ordem Judicial / Determinacao Legal,0,0,0
56548,None,Ordem Judicial / Determinacao Legal,0,0,0
56549,None,Ordem Judicial / Determinacao Legal,0,0,0
56549,None,Ordem Judicial / Determinacao Legal,0,0,0
56550,None,Ordem Judicial / Determinacao Legal,0,0,0
56550,None,Ordem Judicial / Determinacao Legal,0,0,0
56551,None,Ordem Judicial / Determinacao Legal,0,0,0
56551,None,Ordem Judicial / Determinacao Legal,0,0,0
56552,2017-07-11 00:00:00,Falecimento sob Cuidados,0,0,0
56552,2017-07-11 00:00:00,Falecimento sob Cuidados,0,0,0
56553,None,Ordem Judicial / Determinacao Legal,0,0,0
56553,None,Ordem Judicial / Determinacao Legal,0,0,0
56553,None,Ordem Judicial / Determinacao Legal,0,0,0
56554,None,Ordem Judicial / Determinacao Legal,0,0,0
56555,None,Ordem Judicial / Determinacao Legal,0,0,0
56557,None,Ordem Judicial / Determinacao Legal,0,0,0
56558,None,Ordem Judicial / Determinacao Legal,0,0,0
56559,None,Ordem Judicial / Determinacao Legal,0,0,0
56560,None,Ordem Judicial / Determinacao Legal,0,0,0
56560,None,Ordem Judicial / Determinacao Legal,0,0,0
56560,None,Ordem Judicial / Determinacao Legal,0,0,0
56560,None,Ordem Judicial / Determinacao Legal,0,0,0
56560,None,Ordem Judicial / Determinacao Legal,0,0,0
56561,None,Ordem Judicial / Determinacao Legal,0,0,0
56562,None,Ordem Judicial / Determinacao Legal,0,0,0
56563,None,Ordem Judicial / Determinacao Legal,0,0,0
56563,None,Ordem Judicial / Determinacao Legal,0,0,0
56564,None,Ordem Judicial / Determinacao Legal,0,0,0
56566,None,Ordem Judicial / Determinacao Legal,0,0,0
56567,None,Ordem Judicial / Determinacao Legal,0,0,0
56568,None,Ordem Judicial / Determinacao Legal,0,0,0
56569,None,Ordem Judicial / Determinacao Legal,0,0,0
56570,None,Ordem Judicial / Determinacao Legal,0,0,0
56571,None,Ordem Judicial / Determinacao Legal,0,0,0
56572,None,Ordem Judicial / Determinacao Legal,0,0,0
56572,None,Ordem Judicial / Determinacao Legal,0,0,0
56573,None,Ordem Judicial / Determinacao Legal,0,0,0
56574,None,Ordem Judicial / Determinacao Legal,0,0,0
56575,None,Ordem Judicial / Determinacao Legal,0,0,0
56576,None,Ordem Judicial / Determinacao Legal,0,0,0
56577,None,Ordem Judicial / Determinacao Legal,0,0,0
56578,None,Ordem Judicial / Determinacao Legal,0,0,0
56579,None,Ordem Judicial / Determinacao Legal,0,0,0
56580,None,Ordem Judicial / Determinacao Legal,0,0,0
56580,None,Ordem Judicial / Determinacao Legal,0,0,0
56581,None,Ordem Judicial / Determinacao Legal,0,0,0
56581,None,Ordem Judicial / Determinacao Legal,0,0,0
56581,None,Ordem Judicial / Determinacao Legal,0,0,0
56582,None,Ordem Judicial / Determinacao Legal,0,0,0
56582,None,Ordem Judicial / Determinacao Legal,0,0,0
56583,None,Ordem Judicial / Determinacao Legal,0,0,0
56584,None,Ordem Judicial / Determinacao Legal,0,0,0
56585,None,Ordem Judicial / Determinacao Legal,0,0,0
56586,None,Ordem Judicial / Determinacao Legal,0,0,0
56587,None,Ordem Judicial / Determinacao Legal,0,0,0
56588,None,Ordem Judicial / Determinacao Legal,0,0,0
56591,None,Ordem Judicial / Determinacao Legal,0,0,0
56593,None,Ordem Judicial / Determinacao Legal,0,0,0
56593,None,Ordem Judicial / Determinacao Legal,0,0,0
56594,None,Ordem Judicial / Determinacao Legal,0,0,0
56595,None,Ordem Judicial / Determinacao Legal,0,0,0
56597,None,Ordem Judicial / Determinacao Legal,0,0,0
56598,None,Ordem Judicial / Determinacao Legal,0,0,0
56599,None,Ordem Judicial / Determinacao Legal,0,0,0
56600,None,Ordem Judicial / Determinacao Legal,0,0,0
56601,None,Ordem Judicial / Determinacao Legal,0,0,0
56602,None,Ordem Judicial / Determinacao Legal,0,0,0
56602,None,Ordem Judicial / Determinacao Legal,0,0,0
56603,None,Ordem Judicial / Determinacao Legal,0,0,0
56603,None,Ordem Judicial / Determinacao Legal,0,0,0
56604,None,Ordem Judicial / Determinacao Legal,0,0,0
56604,None,Ordem Judicial / Determinacao Legal,0,0,0
56605,None,Ordem Judicial / Determinacao Legal,0,0,0
56605,None,Ordem Judicial / Determinacao Legal,0,0,0
56606,None,Ordem Judicial / Determinacao Legal,0,0,0
56607,None,Ordem Judicial / Determinacao Legal,0,0,0
56607,None,Ordem Judicial / Determinacao Legal,0,0,0
56608,None,Ordem Judicial / Determinacao Legal,0,0,0
56608,None,Ordem Judicial / Determinacao Legal,0,0,0
56609,None,Ordem Judicial / Determinacao Legal,0,0,0
56609,None,Ordem Judicial / Determinacao Legal,0,0,0
56609,None,Ordem Judicial / Determinacao Legal,0,0,0
56610,None,Ordem Judicial / Determinacao Legal,0,0,0
56610,None,Ordem Judicial / Determinacao Legal,0,0,0
56611,None,Ordem Judicial / Determinacao Legal,0,0,0
56612,None,Ordem Judicial / Determinacao Legal,0,0,0
56612,None,Ordem Judicial / Determinacao Legal,0,0,0
56613,2017-07-31 00:00:00,Intratavel / Ingerenciavel,0,1,0
56614,None,Ordem Judicial / Determinacao Legal,0,0,0
56614,None,Ordem Judicial / Determinacao Legal,0,0,0
56615,None,Ordem Judicial / Determinacao Legal,0,0,0
56616,None,Ordem Judicial / Determinacao Legal,0,0,0
56617,None,Ordem Judicial / Determinacao Legal,0,0,0
56618,None,Ordem Judicial / Determinacao Legal,0,0,0
56620,None,Ordem Judicial / Determinacao Legal,0,0,0
56621,None,Ordem Judicial / Determinacao Legal,0,0,0
56622,None,Ordem Judicial / Determinacao Legal,0,0,0
56622,None,Ordem Judicial / Determinacao Legal,0,0,0
56623,None,Ordem Judicial / Determinacao Legal,0,0,0
56623,None,Ordem Judicial / Determinacao Legal,0,0,0
56624,None,Ordem Judicial / Determinacao Legal,0,0,0
56624,None,Ordem Judicial / Determinacao Legal,0,0,0
56625,None,Ordem Judicial / Determinacao Legal,0,0,0
56628,None,Ordem Judicial / Determinacao Legal,0,0,0
56628,None,Ordem Judicial / Determinacao Legal,0,0,0
56629,None,Ordem Judicial / Determinacao Legal,0,0,0
56629,None,Ordem Judicial / Determinacao Legal,0,0,0
56630,None,Ordem Judicial / Determinacao Legal,0,0,0
56630,None,Ordem Judicial / Determinacao Legal,0,0,0
56631,None,Ordem Judicial / Determinacao Legal,0,0,0
56631,None,Ordem Judicial / Determinacao Legal,0,0,0
56632,None,Ordem Judicial / Determinacao Legal,0,0,0
56632,None,Ordem Judicial / Determinacao Legal,0,0,0
56633,None,Ordem Judicial / Determinacao Legal,0,0,0
56634,None,Ordem Judicial / Determinacao Legal,0,0,0
56635,None,Ordem Judicial / Determinacao Legal,0,0,0
56636,None,Ordem Judicial / Determinacao Legal,0,0,0
56637,None,Ordem Judicial / Determinacao Legal,0,0,0
56638,None,Ordem Judicial / Determinacao Legal,0,0,0
56639,None,Ordem Judicial / Determinacao Legal,0,0,0
56641,None,Ordem Judicial / Determinacao Legal,0,0,0
56641,None,Ordem Judicial / Determinacao Legal,0,0,0
56642,None,Ordem Judicial / Determinacao Legal,0,0,0
56642,None,Ordem Judicial / Determinacao Legal,0,0,0
56643,None,Ordem Judicial / Determinacao Legal,0,0,0
56644,None,Ordem Judicial / Determinacao Legal,0,0,0
56645,None,Ordem Judicial / Determinacao Legal,0,0,0
56645,None,Ordem Judicial / Determinacao Legal,0,0,0
56646,None,Ordem Judicial / Determinacao Legal,0,0,0
56647,None,Ordem Judicial / Determinacao Legal,0,0,0
56647,None,Ordem Judicial / Determinacao Legal,0,0,0
56647,None,Ordem Judicial / Determinacao Legal,0,0,0
56650,None,Ordem Judicial / Determinacao Legal,0,0,0
56650,None,Ordem Judicial / Determinacao Legal,0,0,0
56651,None,Ordem Judicial / Determinacao Legal,0,0,0
56652,None,Ordem Judicial / Determinacao Legal,0,0,0
56656,None,Ordem Judicial / Determinacao Legal,0,0,0
56657,None,Ordem Judicial / Determinacao Legal,0,0,0
56658,None,Ordem Judicial / Determinacao Legal,0,0,0
56659,None,Ordem Judicial / Determinacao Legal,0,0,0
56660,None,Ordem Judicial / Determinacao Legal,0,0,0
56661,None,Ordem Judicial / Determinacao Legal,0,0,0
56662,None,Ordem Judicial / Determinacao Legal,0,0,0
56663,None,Ordem Judicial / Determinacao Legal,0,0,0
56664,None,Ordem Judicial / Determinacao Legal,0,0,0
56665,None,Ordem Judicial / Determinacao Legal,0,0,0
56668,None,Ordem Judicial / Determinacao Legal,0,0,0
56669,None,Ordem Judicial / Determinacao Legal,0,0,0
56670,None,Ordem Judicial / Determinacao Legal,0,0,0
56671,None,Ordem Judicial / Determinacao Legal,0,0,0
56672,None,Ordem Judicial / Determinacao Legal,0,0,0
56672,None,Ordem Judicial / Determinacao Legal,0,0,0
56672,None,Ordem Judicial / Determinacao Legal,0,0,0
56672,None,Ordem Judicial / Determinacao Legal,0,0,0
56673,None,Ordem Judicial / Determinacao Legal,0,0,0
56675,None,Ordem Judicial / Determinacao Legal,0,0,0
56676,None,Ordem Judicial / Determinacao Legal,0,0,0
56679,None,Ordem Judicial / Determinacao Legal,0,0,0
56680,None,Ordem Judicial / Determinacao Legal,0,0,0
56681,None,Ordem Judicial / Determinacao Legal,0,0,0
56682,None,Ordem Judicial / Determinacao Legal,0,0,0
56682,None,Ordem Judicial / Determinacao Legal,0,0,0
56682,None,Ordem Judicial / Determinacao Legal,0,0,0
56682,None,Ordem Judicial / Determinacao Legal,0,0,0
56683,None,Ordem Judicial / Determinacao Legal,0,0,0
56684,None,Ordem Judicial / Determinacao Legal,0,0,0
56685,None,Ordem Judicial / Determinacao Legal,0,0,0
56686,None,Ordem Judicial / Determinacao Legal,0,0,0
56687,None,Ordem Judicial / Determinacao Legal,0,0,0
56687,None,Ordem Judicial / Determinacao Legal,0,0,0
56687,None,Ordem Judicial / Determinacao Legal,0,0,0
56689,None,Ordem Judicial / Determinacao Legal,0,0,0
56690,None,Ordem Judicial / Determinacao Legal,0,0,0
56691,None,Ordem Judicial / Determinacao Legal,0,0,0
56693,None,Ordem Judicial / Determinacao Legal,0,0,0
56694,None,Ordem Judicial / Determinacao Legal,0,0,0
56695,None,Ordem Judicial / Determinacao Legal,0,0,0
56695,None,Ordem Judicial / Determinacao Legal,0,0,0
56696,None,Ordem Judicial / Determinacao Legal,0,0,0
56696,None,Ordem Judicial / Determinacao Legal,0,0,0
56697,None,Ordem Judicial / Determinacao Legal,0,0,0
56698,None,Ordem Judicial / Determinacao Legal,0,0,0
56700,None,Ordem Judicial / Determinacao Legal,0,0,0
56700,None,Ordem Judicial / Determinacao Legal,0,0,0
56701,None,Ordem Judicial / Determinacao Legal,0,0,0
56703,None,Ordem Judicial / Determinacao Legal,0,0,0
56706,None,Ordem Judicial / Determinacao Legal,0,0,0
56706,None,Ordem Judicial / Determinacao Legal,0,0,0
56707,None,Ordem Judicial / Determinacao Legal,0,0,0
56709,None,Ordem Judicial / Determinacao Legal,0,0,0
56710,None,Ordem Judicial / Determinacao Legal,0,0,0
56710,None,Ordem Judicial / Determinacao Legal,0,0,0
56710,None,Ordem Judicial / Determinacao Legal,0,0,0
56711,None,Ordem Judicial / Determinacao Legal,0,0,0
56711,None,Ordem Judicial / Determinacao Legal,0,0,0
56714,None,Ordem Judicial / Determinacao Legal,0,0,0
56716,None,Ordem Judicial / Determinacao Legal,0,0,0
56717,None,Ordem Judicial / Determinacao Legal,0,0,0
56717,None,Ordem Judicial / Determinacao Legal,0,0,0
56718,None,Ordem Judicial / Determinacao Legal,0,0,0
56718,None,Ordem Judicial / Determinacao Legal,0,0,0
56719,None,Ordem Judicial / Determinacao Legal,0,0,0
56719,None,Ordem Judicial / Determinacao Legal,0,0,0
56720,None,Ordem Judicial / Determinacao Legal,0,0,0
56720,None,Ordem Judicial / Determinacao Legal,0,0,0
56721,None,Ordem Judicial / Determinacao Legal,0,0,0
56721,None,Ordem Judicial / Determinacao Legal,0,0,0
56722,None,Intratavel / Ingerenciavel,0,0,0
56722,None,Intratavel / Ingerenciavel,0,0,0
56723,2017-08-05 00:00:00,Motivo Medico,0,1,0
56725,None,Ordem Judicial / Determinacao Legal,0,0,0
56726,None,Ordem Judicial / Determinacao Legal,0,0,0
56726,None,Ordem Judicial / Determinacao Legal,0,0,0
56727,None,Ordem Judicial / Determinacao Legal,0,0,0
56727,None,Ordem Judicial / Determinacao Legal,0,0,0
56727,None,Ordem Judicial / Determinacao Legal,0,0,0
56728,None,Ordem Judicial / Determinacao Legal,0,0,0
56728,None,Ordem Judicial / Determinacao Legal,0,0,0
56729,None,Ordem Judicial / Determinacao Legal,0,0,0
56729,None,Ordem Judicial / Determinacao Legal,0,0,0
56731,None,Ordem Judicial / Determinacao Legal,0,0,0
56734,None,Ordem Judicial / Determinacao Legal,0,0,0
56734,None,Ordem Judicial / Determinacao Legal,0,0,0
56735,None,Ordem Judicial / Determinacao Legal,0,0,0
56736,None,Ordem Judicial / Determinacao Legal,0,0,0
56739,None,Ordem Judicial / Determinacao Legal,0,0,0
