id_animal,data_entrada,motivo_entrada,transferencia,codigo_abrigo,localizacao,data_movimentacao,tipo_movimentacao,adocao_teste,data_retorno,motivo_retorno
15801,2009-11-28 00:00:00,Mudança,0,C09115463,"Gatos Adotaveis, Colonia de Vidro",2017-05-13 00:00:00,Adocao,0.0,None,Animal Errante
15932,2009-12-08 00:00:00,Mudança,0,D09125594,Cães Adotaveis,2017-04-24 00:00:00,Adocao,0.0,None,Animal Errante
28859,2012-08-10 00:00:00,Abandonado,0,D12082309,Cães Adotaveis,2017-04-15 00:00:00,Adocao,0.0,None,Animal Errante
30812,2013-01-11 00:00:00,Abandonado,0,C1301091,Gatos Errantes,2017-04-18 00:00:00,Lar Temporario,0.0,2018-05-29 00:00:00,Animal Errante
30812,2013-01-11 00:00:00,Abandonado,0,C1301091,Gatos Errantes,2018-05-29 00:00:00,Adocao,0.0,None,Animal Errante
31469,2013-03-26 00:00:00,Incompativel com Estilo de Vida do Tutor,0,D1303720,"Caes Errantes, Beta",2013-03-30 00:00:00,Adocao,0.0,2017-05-08 00:00:00,Incompativel com Estilo de Vida do Tutor
31469,2013-03-26 00:00:00,Incompativel com Estilo de Vida do Tutor,0,D1303720,"Caes Errantes, Beta",2017-05-09 00:00:00,Adocao,0.0,None,Animal Errante
40705,2015-06-19 00:00:00,Abandonado,0,R15061738,Recepcao,2017-04-12 00:00:00,Transferencia,0.0,None,Animal Errante
40706,2015-06-19 00:00:00,Abandonado,0,R15061739,Recepcao,2017-04-12 00:00:00,Transferencia,0.0,None,Animal Errante
46238,2016-10-09 00:00:00,Abandonado,0,D16103207,"Cuidados Especiais, Caes",2016-11-26 00:00:00,Lar Temporario,0.0,2017-07-23 00:00:00,Animal Errante
46238,2016-10-09 00:00:00,Abandonado,0,D16103207,"Cuidados Especiais, Caes",2017-08-09 00:00:00,Lar Temporario,0.0,2018-02-14 00:00:00,Animal Errante
46238,2016-10-09 00:00:00,Abandonado,0,D16103207,"Cuidados Especiais, Caes",2018-02-14 00:00:00,Adocao,0.0,None,Animal Errante
46437,2016-10-26 00:00:00,Abandonado,0,C16103406,Gatos Errantes,2017-03-25 00:00:00,Lar Temporario,0.0,2017-04-07 00:00:00,Animal Errante
46437,2016-10-26 00:00:00,Abandonado,0,C16103406,Gatos Errantes,2017-04-07 00:00:00,Adocao,0.0,2018-02-09 00:00:00,Incompativel com Estilo de Vida do Tutor
46693,2016-11-21 00:00:00,Abandonado,0,D16113659,Cães Adotaveis,2017-04-07 00:00:00,Adocao,0.0,None,Animal Errante
47120,2017-01-11 00:00:00,Abandonado,0,C17011137,Lar Temporario,2017-01-18 00:00:00,Lar Temporario,0.0,2017-05-13 00:00:00,Animal Errante
47120,2017-01-11 00:00:00,Abandonado,0,C17011137,Lar Temporario,2017-05-13 00:00:00,Adocao,0.0,None,Animal Errante
47146,2017-01-17 00:00:00,Abandonado,0,D17011163,Lar Temporario,2017-03-31 00:00:00,Lar Temporario,0.0,2017-04-01 00:00:00,Animal Errante
47146,2017-01-17 00:00:00,Abandonado,0,D17011163,Lar Temporario,2017-04-01 00:00:00,Adocao,0.0,None,Animal Errante
47156,2017-01-17 00:00:00,Abandonado,0,R17011173,Recepcao,2017-03-27 00:00:00,Lar Temporario,0.0,2017-04-07 00:00:00,Animal Errante
47156,2017-01-17 00:00:00,Abandonado,0,R17011173,Recepcao,2017-04-07 00:00:00,Lar Temporario,0.0,2017-04-07 00:00:00,Animal Errante
47156,2017-01-17 00:00:00,Abandonado,0,R17011173,Recepcao,2017-05-12 00:00:00,Adocao,0.0,None,Animal Errante
47157,2017-01-17 00:00:00,Abandonado,0,R17011174,Recepcao,2017-03-27 00:00:00,Lar Temporario,0.0,2017-04-07 00:00:00,Animal Errante
47157,2017-01-17 00:00:00,Abandonado,0,R17011174,Recepcao,2017-05-12 00:00:00,Adocao,0.0,None,Animal Errante
47198,2017-01-22 00:00:00,Abandonado,0,C17011213,"Gatos Adotaveis, Colonia de Vidro",2017-02-03 00:00:00,Lar Temporario,0.0,2017-05-25 00:00:00,Animal Errante
47198,2017-01-22 00:00:00,Abandonado,0,C17011213,"Gatos Adotaveis, Colonia de Vidro",2017-06-22 00:00:00,Adocao,0.0,None,Animal Errante
47239,2017-01-27 00:00:00,Abandonado,0,D17011254,Lar Temporario,2017-04-01 00:00:00,Adocao,0.0,None,Animal Errante
47248,2017-01-27 00:00:00,Abandonado,0,C17011263,Lar Temporario,2017-02-15 00:00:00,Lar Temporario,0.0,2017-06-02 00:00:00,Animal Errante
47248,2017-01-27 00:00:00,Abandonado,0,C17011263,Lar Temporario,2017-06-02 00:00:00,Adocao,0.0,None,Animal Errante
47277,2017-01-31 00:00:00,Abandonado,0,C17011292,"Gatos Adotaveis, Colonia de Vidro",2017-04-05 00:00:00,Adocao,0.0,None,Animal Errante
47290,2017-02-01 00:00:00,Abandonado,0,C17021304,"Gatos Adotaveis, Colonia Grande",2017-03-29 00:00:00,Lar Temporario,0.0,2017-04-27 00:00:00,Animal Errante
47290,2017-02-01 00:00:00,Abandonado,0,C17021304,"Gatos Adotaveis, Colonia Grande",2017-06-22 00:00:00,Adocao,0.0,None,Animal Errante
47319,2017-02-05 00:00:00,Monitoramento de Raiva,0,D17021329,"Caes Errantes, Theta",2017-04-05 00:00:00,Recuperado pelo Tutor,0.0,None,Animal Errante
47360,2017-02-11 00:00:00,Abandonado,0,C17021370,Escritorio,2017-03-07 00:00:00,Lar Temporario,0.0,2017-04-22 00:00:00,Animal Errante
47360,2017-02-11 00:00:00,Abandonado,0,C17021370,Escritorio,2017-04-25 00:00:00,Lar Temporario,0.0,2017-06-11 00:00:00,Animal Errante
47360,2017-02-11 00:00:00,Abandonado,0,C17021370,Escritorio,2017-06-12 00:00:00,Lar Temporario,0.0,2017-06-13 00:00:00,Animal Errante
47395,2017-02-13 00:00:00,Abandonado,0,C17021405,"Gatos Adotaveis, Colonia Grande",2017-04-11 00:00:00,Adocao,0.0,None,Animal Errante
47402,2017-02-14 00:00:00,Abandonado,0,D17021412,Cães Adotaveis,2017-03-21 00:00:00,Lar Temporario,0.0,2017-04-09 00:00:00,Animal Errante
47402,2017-02-14 00:00:00,Abandonado,0,D17021412,Cães Adotaveis,2017-04-10 00:00:00,Lar Temporario,0.0,2017-05-03 00:00:00,Animal Errante
47402,2017-02-14 00:00:00,Abandonado,0,D17021412,Cães Adotaveis,2017-05-05 00:00:00,Adocao,0.0,None,Animal Errante
47414,2017-02-16 00:00:00,Abandonado,0,D17021424,"Caes Errantes, Beta",2017-04-15 00:00:00,Adocao,0.0,2017-07-12 00:00:00,Monitoramento de Raiva
47414,2017-02-16 00:00:00,Abandonado,0,D17021424,"Caes Errantes, Beta",2017-07-22 00:00:00,Recuperado pelo Tutor,0.0,2017-08-22 00:00:00,Monitoramento de Raiva
47414,2017-02-16 00:00:00,Abandonado,0,D17021424,"Caes Errantes, Beta",2017-09-02 00:00:00,Recuperado pelo Tutor,0.0,None,Animal Errante
47429,2017-02-18 00:00:00,Abandonado,0,C17021438,Escritorio,2017-03-05 00:00:00,Lar Temporario,0.0,2017-04-26 00:00:00,Animal Errante
47429,2017-02-18 00:00:00,Abandonado,0,C17021438,Escritorio,2017-04-26 00:00:00,Adocao,0.0,None,Animal Errante
47432,2017-02-18 00:00:00,Abandonado,0,R17021441,Recepcao,2017-03-30 00:00:00,Lar Temporario,0.0,2017-04-17 00:00:00,Animal Errante
47432,2017-02-18 00:00:00,Abandonado,0,R17021441,Recepcao,2017-05-01 00:00:00,Adocao,0.0,None,Animal Errante
47502,2017-02-27 00:00:00,Separacao / Divorcio,0,D17021511,"Caes Errantes, Beta",2017-04-08 00:00:00,Adocao,0.0,2017-05-05 00:00:00,Separacao / Divorcio
47502,2017-02-27 00:00:00,Separacao / Divorcio,0,D17021511,"Caes Errantes, Beta",2017-06-01 00:00:00,Adocao,0.0,None,Animal Errante
47510,2017-02-28 00:00:00,Abandonado,0,C17021519,"Gatos Adotaveis, Colonia Grande",2017-04-02 00:00:00,Adocao,0.0,None,Animal Errante
47511,2017-02-28 00:00:00,Abandonado,0,C17021520,"Gatos Adotaveis, Colonia Pequena",2017-04-01 00:00:00,Adocao,0.0,None,Animal Errante
47520,2017-03-02 00:00:00,Abandonado,0,C17031529,"Gatos Adotaveis, Colonia Grande",2017-04-04 00:00:00,Adocao,0.0,None,Animal Errante
47521,2017-03-02 00:00:00,Abandonado,0,C17031530,"Gatos Adotaveis, Canis",2017-04-07 00:00:00,Adocao,0.0,None,Animal Errante
47538,2017-03-04 00:00:00,Abandonado,0,D17031547,Lar Temporario,2017-04-03 00:00:00,Adocao,0.0,None,Animal Errante
47539,2017-03-04 00:00:00,Abandonado,0,C17031548,"Gatos Adotaveis, Colonia de Vidro",2017-04-01 00:00:00,Adocao,0.0,None,Animal Errante
47540,2017-03-04 00:00:00,Abandonado,0,C17031549,"Gatos Adotaveis, Colonia de Vidro",2017-04-01 00:00:00,Adocao,0.0,None,Animal Errante
47558,2017-03-06 00:00:00,Abandonado,0,D17031567,Cães Adotaveis,2017-03-29 00:00:00,Adocao,0.0,2017-04-04 00:00:00,Incompativel com Estilo de Vida do Tutor
47558,2017-03-06 00:00:00,Abandonado,0,D17031567,Cães Adotaveis,2017-04-12 00:00:00,Adocao,0.0,None,Animal Errante
47562,2017-03-06 00:00:00,Abandonado,0,C17031571,"Gatos Adotaveis, Canis",2017-03-31 00:00:00,Adocao,0.0,None,Animal Errante
47575,2017-03-07 00:00:00,Mudança,0,D17031584,Cães Adotaveis,2017-03-10 00:00:00,Lar Temporario,0.0,2017-04-15 00:00:00,Animal Errante
47575,2017-03-07 00:00:00,Mudança,0,D17031584,Cães Adotaveis,2017-04-15 00:00:00,Adocao,0.0,2017-05-12 00:00:00,Incompativel com Estilo de Vida do Tutor
47575,2017-03-07 00:00:00,Mudança,0,D17031584,Cães Adotaveis,2017-05-12 00:00:00,Lar Temporario,0.0,2017-05-15 00:00:00,Animal Errante
47575,2017-03-07 00:00:00,Mudança,0,D17031584,Cães Adotaveis,2017-05-16 00:00:00,Adocao,0.0,2017-12-27 00:00:00,Mudança
47575,2017-03-07 00:00:00,Mudança,0,D17031584,Cães Adotaveis,2017-12-30 00:00:00,Adocao,0.0,2018-10-05 00:00:00,Problemas com Proprietario
47575,2017-03-07 00:00:00,Mudança,0,D17031584,Cães Adotaveis,2018-10-15 00:00:00,Adocao,0.0,None,Animal Errante
47576,2017-03-07 00:00:00,Abandonado,0,D17031585,Cães Adotaveis,2017-06-05 00:00:00,Adocao,0.0,None,Animal Errante
47582,2017-03-07 00:00:00,Abandonado,0,D17031591,"Caes Errantes, Beta",2017-04-25 00:00:00,Adocao,0.0,None,Animal Errante
47591,2017-03-09 00:00:00,Abandonado,0,D17031600,Lar Temporario,2017-03-16 00:00:00,Lar Temporario,0.0,2017-05-22 00:00:00,Animal Errante
47591,2017-03-09 00:00:00,Abandonado,0,D17031600,Lar Temporario,2017-05-22 00:00:00,Adocao,0.0,None,Animal Errante
47595,2017-03-09 00:00:00,Tutor Falecido,0,C17031604,"Gatos Adotaveis, Colonia Grande",2017-06-16 00:00:00,Adocao,0.0,None,Animal Errante
47613,2017-03-10 00:00:00,Abandonado,0,D17031620,"Caes Errantes, Beta",2017-04-02 00:00:00,Adocao,0.0,2017-09-05 00:00:00,Animal Errante
47613,2017-03-10 00:00:00,Abandonado,0,D17031620,"Caes Errantes, Beta",2017-09-05 00:00:00,Recuperado pelo Tutor,0.0,2017-09-05 00:00:00,Incompativel com Estilo de Vida do Tutor
47613,2017-03-10 00:00:00,Abandonado,0,D17031620,"Caes Errantes, Beta",2017-09-06 00:00:00,Adocao,0.0,None,Animal Errante
47617,2017-03-10 00:00:00,Abandonado,0,C17031624,"Gatos Adotaveis, Canis",2017-04-07 00:00:00,Adocao,0.0,None,Animal Errante
47627,2017-03-11 00:00:00,Abandonado,0,C17031634,"Bercario, Felinos",2017-04-06 00:00:00,Lar Temporario,0.0,2017-05-10 00:00:00,Animal Errante
47627,2017-03-11 00:00:00,Abandonado,0,C17031634,"Bercario, Felinos",2017-05-14 00:00:00,Adocao,0.0,None,Animal Errante
47628,2017-03-11 00:00:00,Abandonado,0,C17031635,"Gatos Adotaveis, Canis",2017-04-06 00:00:00,Lar Temporario,0.0,2017-05-17 00:00:00,Animal Errante
47628,2017-03-11 00:00:00,Abandonado,0,C17031635,"Gatos Adotaveis, Canis",2017-05-18 00:00:00,Adocao,0.0,None,Animal Errante
47629,2017-03-11 00:00:00,Abandonado,0,C17031636,"Gatos Adotaveis, Canis",2017-04-06 00:00:00,Lar Temporario,0.0,2017-05-17 00:00:00,Animal Errante
47629,2017-03-11 00:00:00,Abandonado,0,C17031636,"Gatos Adotaveis, Canis",2017-05-18 00:00:00,Adocao,0.0,None,Animal Errante
47630,2017-03-11 00:00:00,Abandonado,0,C17031637,"Gatos Adotaveis, Colonia Pequena",2017-04-06 00:00:00,Lar Temporario,0.0,2017-04-18 00:00:00,Animal Errante
47630,2017-03-11 00:00:00,Abandonado,0,C17031637,"Gatos Adotaveis, Colonia Pequena",2017-04-18 00:00:00,Lar Temporario,0.0,2017-05-10 00:00:00,Animal Errante
47630,2017-03-11 00:00:00,Abandonado,0,C17031637,"Gatos Adotaveis, Colonia Pequena",2017-05-16 00:00:00,Lar Temporario,0.0,2017-06-15 00:00:00,Animal Errante
47630,2017-03-11 00:00:00,Abandonado,0,C17031637,"Gatos Adotaveis, Colonia Pequena",2017-06-15 00:00:00,Adocao,0.0,None,Animal Errante
47631,2017-03-11 00:00:00,Abandonado,0,C17031638,"Bercario, Felinos",2017-04-06 00:00:00,Lar Temporario,0.0,2017-04-18 00:00:00,Animal Errante
47631,2017-03-11 00:00:00,Abandonado,0,C17031638,"Bercario, Felinos",2017-04-18 00:00:00,Lar Temporario,0.0,2017-05-10 00:00:00,Animal Errante
47631,2017-03-11 00:00:00,Abandonado,0,C17031638,"Bercario, Felinos",2017-05-11 00:00:00,Adocao,0.0,None,Animal Errante
47632,2017-03-11 00:00:00,Abandonado,0,C17031639,"Bercario, Felinos",2017-04-06 00:00:00,Lar Temporario,0.0,2017-04-18 00:00:00,Animal Errante
47632,2017-03-11 00:00:00,Abandonado,0,C17031639,"Bercario, Felinos",2017-04-18 00:00:00,Lar Temporario,0.0,2017-05-10 00:00:00,Animal Errante
47632,2017-03-11 00:00:00,Abandonado,0,C17031639,"Bercario, Felinos",2017-05-11 00:00:00,Adocao,0.0,None,Animal Errante
47633,2017-03-11 00:00:00,Abandonado,0,C17031640,"Bercario, Felinos",2017-04-06 00:00:00,Lar Temporario,0.0,2017-05-11 00:00:00,Animal Errante
47633,2017-03-11 00:00:00,Abandonado,0,C17031640,"Bercario, Felinos",2017-05-16 00:00:00,Adocao,0.0,None,Animal Errante
47634,2017-03-11 00:00:00,Abandonado,0,C17031641,"Bercario, Felinos",2017-04-06 00:00:00,Lar Temporario,0.0,2017-05-02 00:00:00,Animal Errante
47634,2017-03-11 00:00:00,Abandonado,0,C17031641,"Bercario, Felinos",2017-05-04 00:00:00,Adocao,0.0,None,Animal Errante
47635,2017-03-11 00:00:00,Abandonado,0,C17031642,"Bercario, Felinos",2017-04-06 00:00:00,Lar Temporario,0.0,2017-05-02 00:00:00,Animal Errante
47635,2017-03-11 00:00:00,Abandonado,0,C17031642,"Bercario, Felinos",2017-05-07 00:00:00,Adocao,0.0,None,Animal Errante
47636,2017-03-11 00:00:00,Abandonado,0,C17031643,"Bercario, Felinos",2017-04-06 00:00:00,Lar Temporario,0.0,2017-05-02 00:00:00,Animal Errante
47636,2017-03-11 00:00:00,Abandonado,0,C17031643,"Bercario, Felinos",2017-05-04 00:00:00,Adocao,0.0,None,Animal Errante
47637,2017-03-11 00:00:00,Abandonado,0,C17031644,"Bercario, Felinos",2017-04-06 00:00:00,Lar Temporario,0.0,2017-05-02 00:00:00,Animal Errante
47637,2017-03-11 00:00:00,Abandonado,0,C17031644,"Bercario, Felinos",2017-05-07 00:00:00,Adocao,0.0,None,Animal Errante
47638,2017-03-11 00:00:00,Abandonado,0,C17031645,"Gatos Adotaveis, Canis",2017-04-06 00:00:00,Lar Temporario,0.0,2017-04-24 00:00:00,Animal Errante
47638,2017-03-11 00:00:00,Abandonado,0,C17031645,"Gatos Adotaveis, Canis",2017-05-06 00:00:00,Adocao,0.0,None,Animal Errante
47639,2017-03-11 00:00:00,Abandonado,0,D17031646,Cães Adotaveis,2017-03-31 00:00:00,Adocao,0.0,2017-04-01 00:00:00,Incompativel com Estilo de Vida do Tutor
47639,2017-03-11 00:00:00,Abandonado,0,D17031646,Cães Adotaveis,2017-04-02 00:00:00,Adocao,0.0,2019-03-09 00:00:00,Incompativel com Estilo de Vida do Tutor
47639,2017-03-11 00:00:00,Abandonado,0,D17031646,Cães Adotaveis,2019-03-22 00:00:00,Adocao,0.0,2019-05-06 00:00:00,Incompativel com Estilo de Vida do Tutor
47639,2017-03-11 00:00:00,Abandonado,0,D17031646,Cães Adotaveis,2019-05-15 00:00:00,Lar Temporario,0.0,2019-06-12 00:00:00,Animal Errante
47639,2017-03-11 00:00:00,Abandonado,0,D17031646,Cães Adotaveis,2019-06-12 00:00:00,Adocao,0.0,None,Animal Errante
47654,2017-03-14 00:00:00,Abandonado,0,R17031661,Lar Temporario,2017-04-04 00:00:00,Adocao,0.0,None,Animal Errante
47659,2017-03-14 00:00:00,Abandonado,0,C17031666,"Gatos Adotaveis, Canis",2017-04-07 00:00:00,Adocao,0.0,None,Animal Errante
47661,2017-03-15 00:00:00,Abandonado,0,C17031668,"Gatos Adotaveis, Colonia Grande",2017-04-26 00:00:00,Adocao,0.0,None,Animal Errante
47662,2017-03-15 00:00:00,Abandonado,0,D17031669,Cães Adotaveis,2017-04-01 00:00:00,Adocao,0.0,None,Animal Errante
47665,2017-03-15 00:00:00,Abandonado,0,D17031672,Cães Adotaveis,2017-04-08 00:00:00,Adocao,0.0,2017-04-11 00:00:00,Incompativel com Estilo de Vida do Tutor
47665,2017-03-15 00:00:00,Abandonado,0,D17031672,Cães Adotaveis,2017-06-09 00:00:00,Adocao,0.0,None,Animal Errante
47681,2017-03-18 00:00:00,Abandonado,0,D17031688,"Caes Errantes, Beta",2017-04-12 00:00:00,Transferencia,0.0,None,Animal Errante
47683,2017-03-18 00:00:00,Abandonado,0,D17031690,Cães Adotaveis,2017-04-12 00:00:00,Adocao,0.0,None,Animal Errante
47684,2017-03-18 00:00:00,Abandonado,0,C17031691,"Gatos Adotaveis, Canis",2017-04-26 00:00:00,Lar Temporario,0.0,2017-05-21 00:00:00,Animal Errante
47684,2017-03-18 00:00:00,Abandonado,0,C17031691,"Gatos Adotaveis, Canis",2017-07-27 00:00:00,Lar Temporario,0.0,2017-07-31 00:00:00,Animal Errante
47684,2017-03-18 00:00:00,Abandonado,0,C17031691,"Gatos Adotaveis, Canis",2017-07-31 00:00:00,Adocao,0.0,None,Animal Errante
47685,2017-03-18 00:00:00,Abandonado,0,C17031692,Sala de Gatos B,2017-04-13 00:00:00,Adocao,0.0,2018-05-10 00:00:00,Mudança
47685,2017-03-18 00:00:00,Abandonado,0,C17031692,Sala de Gatos B,2018-05-14 00:00:00,Transferencia,0.0,None,Animal Errante
47688,2017-03-18 00:00:00,Abandonado,0,C17031695,"Gatos Adotaveis, Colonia Grande",2017-03-20 00:00:00,Lar Temporario,0.0,2017-04-17 00:00:00,Animal Errante
47688,2017-03-18 00:00:00,Abandonado,0,C17031695,"Gatos Adotaveis, Colonia Grande",2017-04-26 00:00:00,Adocao,0.0,None,Animal Errante
47695,2017-03-20 00:00:00,Abandonado,0,D17031702,Cães Adotaveis,2017-03-31 00:00:00,Adocao,0.0,None,Animal Errante
47696,2017-03-20 00:00:00,Abandonado,0,C17031703,"Gatos Adotaveis, Canis",2017-04-07 00:00:00,Adocao,0.0,None,Animal Errante
47697,2017-03-21 00:00:00,Abandonado,0,C17031704,"Gatos Adotaveis, Colonia Grande",2017-04-21 00:00:00,Adocao,0.0,None,Animal Errante
47698,2017-03-21 00:00:00,Animal Errante,0,C17031705,"Gatos Adotaveis, Canis",2017-03-26 00:00:00,Lar Temporario,0.0,2017-05-15 00:00:00,Animal Errante
47698,2017-03-21 00:00:00,Animal Errante,0,C17031705,"Gatos Adotaveis, Canis",2017-06-21 00:00:00,Adocao,0.0,None,Animal Errante
47701,2017-03-21 00:00:00,None,0,C17031708,Gatos Errantes,2017-03-28 00:00:00,Transferencia,0.0,None,Animal Errante
47702,2017-03-21 00:00:00,Abandonado,0,D17031709,Cães Adotaveis,2017-04-08 00:00:00,Adocao,0.0,None,Animal Errante
47703,2017-03-21 00:00:00,Abandonado,0,C17031710,"Gatos Adotaveis, Colonia Grande",2017-04-08 00:00:00,Lar Temporario,0.0,2017-05-03 00:00:00,Animal Errante
47703,2017-03-21 00:00:00,Abandonado,0,C17031710,"Gatos Adotaveis, Colonia Grande",2017-05-03 00:00:00,Adocao,0.0,None,Animal Errante
47704,2017-03-21 00:00:00,Abandonado,0,D17031711,Cães Adotaveis,2017-04-12 00:00:00,Adocao,0.0,None,Animal Errante
47707,2017-03-22 00:00:00,Abandonado,0,C17031714,"Gatos Adotaveis, Canis",2017-04-06 00:00:00,Lar Temporario,0.0,2017-05-10 00:00:00,Animal Errante
47707,2017-03-22 00:00:00,Abandonado,0,C17031714,"Gatos Adotaveis, Canis",2017-05-16 00:00:00,Adocao,0.0,None,Animal Errante
47708,2017-03-22 00:00:00,Abandonado,0,C17031715,"Gatos Adotaveis, Canis",2017-04-06 00:00:00,Lar Temporario,0.0,2017-05-11 00:00:00,Animal Errante
47708,2017-03-22 00:00:00,Abandonado,0,C17031715,"Gatos Adotaveis, Canis",2017-05-23 00:00:00,Adocao,0.0,None,Animal Errante
47710,2017-03-22 00:00:00,Abandonado,0,D17031717,"Caes Errantes, Theta",2017-04-02 00:00:00,Recuperado pelo Tutor,0.0,None,Animal Errante
47712,2017-03-23 00:00:00,Animal Errante,0,D17031665,Sala de Caes C,2017-03-31 00:00:00,Adocao,0.0,2017-08-01 00:00:00,Animal Errante
47712,2017-03-23 00:00:00,Animal Errante,0,D17031665,Sala de Caes C,2017-08-19 00:00:00,Adocao,0.0,2018-03-29 00:00:00,Animal Errante
47712,2017-03-23 00:00:00,Animal Errante,0,D17031665,Sala de Caes C,2018-03-30 00:00:00,Recuperado pelo Tutor,0.0,None,Animal Errante
47714,2017-03-23 00:00:00,Abandonado,0,D17031721,Cães Adotaveis,2017-05-20 00:00:00,Adocao,0.0,None,Animal Errante
47715,2017-03-23 00:00:00,Abandonado,0,D17031722,Escritorio,2017-05-11 00:00:00,Lar Temporario,0.0,2017-07-06 00:00:00,Animal Errante
47715,2017-03-23 00:00:00,Abandonado,0,D17031722,Escritorio,2017-07-09 00:00:00,Adocao,0.0,None,Animal Errante
47717,2017-03-23 00:00:00,Apoio Policial,0,D17031724,Cães Adotaveis,2017-06-07 00:00:00,Adocao,0.0,2017-12-28 00:00:00,Apoio Policial
47717,2017-03-23 00:00:00,Apoio Policial,0,D17031724,Cães Adotaveis,2018-01-30 00:00:00,Adocao,0.0,None,Animal Errante
47718,2017-03-23 00:00:00,Abandonado,0,D17031725,Cães Adotaveis,2017-05-07 00:00:00,Adocao,0.0,2017-08-21 00:00:00,Moradia Inadequada
47718,2017-03-23 00:00:00,Abandonado,0,D17031725,Cães Adotaveis,2017-09-15 00:00:00,Adocao,0.0,None,Animal Errante
47721,2017-03-24 00:00:00,Incompativel com Estilo de Vida do Tutor,0,D17031728,Cães Adotaveis,2017-04-05 00:00:00,Adocao,0.0,2017-06-24 00:00:00,Incompativel com Estilo de Vida do Tutor
47721,2017-03-24 00:00:00,Incompativel com Estilo de Vida do Tutor,0,D17031728,Cães Adotaveis,2017-06-29 00:00:00,Adocao,0.0,None,Animal Errante
47724,2017-03-24 00:00:00,Abandonado,0,H17031666,Recepcao,2017-04-04 00:00:00,Lar Temporario,0.0,2017-04-05 00:00:00,Animal Errante
47724,2017-03-24 00:00:00,Abandonado,0,H17031666,Recepcao,2017-04-06 00:00:00,Adocao,0.0,2018-07-20 00:00:00,Moradia Inadequada
47724,2017-03-24 00:00:00,Abandonado,0,H17031666,Recepcao,2018-08-09 00:00:00,Adocao,0.0,None,Animal Errante
47725,2017-03-24 00:00:00,Abandonado,0,R17031732,Recepcao,2017-04-01 00:00:00,Transferencia,0.0,None,Animal Errante
47727,2017-03-24 00:00:00,Abandonado,0,D17031734,Cães Adotaveis,2017-04-08 00:00:00,Adocao,0.0,2017-11-03 00:00:00,Incompativel com Estilo de Vida do Tutor
47727,2017-03-24 00:00:00,Abandonado,0,D17031734,Cães Adotaveis,2017-11-15 00:00:00,Adocao,0.0,None,Animal Errante
47728,2017-03-24 00:00:00,Abandonado,0,D17031735,Cães Adotaveis,2017-04-05 00:00:00,Adocao,0.0,None,Animal Errante
47730,2017-03-24 00:00:00,Abandonado,0,C17031737,"Gatos Adotaveis, Canis",2017-04-07 00:00:00,Adocao,0.0,None,Animal Errante
47733,2017-03-24 00:00:00,None,0,R17031740,Recepcao,2017-04-07 00:00:00,Adocao,0.0,None,Animal Errante
47735,2017-03-24 00:00:00,Abandonado,0,R17031742,Recepcao,2017-04-12 00:00:00,Transferencia,0.0,None,Animal Errante
47736,2017-03-24 00:00:00,Abandonado,0,R17031743,Recepcao,2017-04-07 00:00:00,Adocao,0.0,None,Animal Errante
47737,2017-03-24 00:00:00,Abandonado,0,R17031744,Recepcao,2017-04-12 00:00:00,Transferencia,0.0,None,Animal Errante
47738,2017-03-25 00:00:00,Mordedura,0,D17031745,"Caes Errantes, Theta",2017-04-04 00:00:00,Recuperado pelo Tutor,0.0,None,Animal Errante
47740,2017-03-25 00:00:00,Abandonado,0,R17031747,Recepcao,2017-04-22 00:00:00,Adocao,0.0,None,Animal Errante
47741,2017-03-25 00:00:00,Abandonado,0,R17031748,Recepcao,2017-04-22 00:00:00,Adocao,0.0,None,Animal Errante
47742,2017-03-25 00:00:00,Abandonado,0,D17031749,Cães Adotaveis,2017-04-17 00:00:00,Adocao,0.0,None,Animal Errante
47744,2017-03-25 00:00:00,Abandonado,0,D17031751,Cães Adotaveis,2017-04-15 00:00:00,Lar Temporario,0.0,2017-05-27 00:00:00,Animal Errante
47744,2017-03-25 00:00:00,Abandonado,0,D17031751,Cães Adotaveis,2017-05-27 00:00:00,Adocao,0.0,None,Animal Errante
47747,2017-03-27 00:00:00,Abandonado,0,D17031754,Cães Adotaveis,2017-03-29 00:00:00,Lar Temporario,0.0,2017-04-21 00:00:00,Animal Errante
47747,2017-03-27 00:00:00,Abandonado,0,D17031754,Cães Adotaveis,2017-05-13 00:00:00,Adocao,0.0,None,Animal Errante
47748,2017-03-27 00:00:00,Abandonado,0,D17031755,Cães Adotaveis,2017-03-29 00:00:00,Lar Temporario,0.0,2017-05-05 00:00:00,Animal Errante
47748,2017-03-27 00:00:00,Abandonado,0,D17031755,Cães Adotaveis,2017-05-08 00:00:00,Adocao,0.0,None,Animal Errante
47749,2017-03-27 00:00:00,Abandonado,0,D17031756,Cães Adotaveis,2017-04-22 00:00:00,Lar Temporario,0.0,2017-05-10 00:00:00,Animal Errante
47749,2017-03-27 00:00:00,Abandonado,0,D17031756,Cães Adotaveis,2017-05-14 00:00:00,Adocao,0.0,None,Animal Errante
47750,2017-03-27 00:00:00,Abandonado,0,D17031757,"Caes Errantes, Beta",2017-03-29 00:00:00,Lar Temporario,0.0,2017-05-05 00:00:00,Animal Errante
47750,2017-03-27 00:00:00,Abandonado,0,D17031757,"Caes Errantes, Beta",2017-05-08 00:00:00,Adocao,0.0,None,Animal Errante
